countryISO3,countryName,year,classification,economicActivity,employment,hoursWorked,sourceEmp,sourceNoteEmp,classifNoteEmp,statusNoteEmp,indicatorNoteEmp,sourceHrs,sourceNoteHrs,statusNoteHrs,statusNoteHrs,indicatorNoteHrs
ESP,Spain,2016,ISIC-Rev.4,wholesale and retail trade; repair of motor vehicles and motorcycles,2968967.0,5.468571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,transportation and storage,931969.0,5.768571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,accommodation and food service activities,1603800.0,5.404285714285714,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,information and communication,545577.0,5.6000000000000005,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,financial and insurance activities,458008.0,5.618571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,real estate activities,114142.0,5.362857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,"professional, scientific and technical activities",924427.0,5.531428571428571,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,administrative and support service activities,939959.0,4.757142857142857,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,public administration and defence; compulsory social security,1266360.0,5.1899999999999995,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,education,1267767.0,4.664285714285714,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,human health and social work activities,1510678.0,5.095714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,"arts, entertainment and recreation",376805.0,4.755714285714285,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,other service activities,434520.0,5.22,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,623960.0,3.8485714285714288,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2016,ISIC-Rev.4,activities of extraterritorial organizations and bodies,3512.0,5.772857142857142,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Unreliable,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Unreliable,Unreliable,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,agriculture; forestry and fishing,819571.0,5.965714285714285,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,mining and quarrying,33285.0,6.021428571428571,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,manufacturing,2393455.0,5.627142857142857,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,"electricity; gas, steam and air conditioning supply",83511.0,5.458571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,"water supply; sewerage, waste management and remediation activities",137267.0,5.467142857142858,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,construction,1128397.0,5.675714285714285,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,wholesale and retail trade; repair of motor vehicles and motorcycles,2993671.0,5.438571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,transportation and storage,936502.0,5.682857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,accommodation and food service activities,1637185.0,5.36,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,information and communication,584725.0,5.491428571428571,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,financial and insurance activities,446291.0,5.577142857142857,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,real estate activities,129689.0,5.375714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,"professional, scientific and technical activities",976989.0,5.525714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,administrative and support service activities,935073.0,4.772857142857142,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,public administration and defence; compulsory social security,1291448.0,5.151428571428572,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,education,1259442.0,4.645714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,human health and social work activities,1564907.0,5.054285714285714,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,"arts, entertainment and recreation",385638.0,4.577142857142857,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,other service activities,452767.0,5.1814285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,631819.0,3.827142857142857,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2017,ISIC-Rev.4,activities of extraterritorial organizations and bodies,3438.0,5.452857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Unreliable,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Unreliable,Unreliable,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,agriculture; forestry and fishing,812550.0,6.008571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,mining and quarrying,33494.0,5.825714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,manufacturing,2444206.0,5.645714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,"electricity; gas, steam and air conditioning supply",80714.0,5.588571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,"water supply; sewerage, waste management and remediation activities",149882.0,5.477142857142858,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,construction,1221715.0,5.752857142857144,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,wholesale and retail trade; repair of motor vehicles and motorcycles,3006798.0,5.438571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,transportation and storage,981137.0,5.755714285714285,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,accommodation and food service activities,1707736.0,5.381428571428572,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,information and communication,584859.0,5.564285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,financial and insurance activities,434720.0,5.661428571428572,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,real estate activities,149552.0,5.267142857142857,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,"professional, scientific and technical activities",981977.0,5.548571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,administrative and support service activities,983022.0,4.791428571428571,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,public administration and defence; compulsory social security,1344605.0,5.217142857142858,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,education,1322359.0,4.704285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,human health and social work activities,1614801.0,5.104285714285714,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,"arts, entertainment and recreation",386762.0,4.6414285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,other service activities,455394.0,5.235714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,628832.0,3.8428571428571425,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2018,ISIC-Rev.4,activities of extraterritorial organizations and bodies,2663.0,5.548571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Unreliable,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Unreliable,Unreliable,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,agriculture; forestry and fishing,797201.0,5.9957142857142856,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,mining and quarrying,32573.0,5.921428571428572,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,manufacturing,2494882.0,5.605714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,"electricity; gas, steam and air conditioning supply",91324.0,5.565714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,"water supply; sewerage, waste management and remediation activities",144313.0,5.401428571428572,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,construction,1277812.0,5.7057142857142855,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,wholesale and retail trade; repair of motor vehicles and motorcycles,3073352.0,5.408571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,transportation and storage,1031134.0,5.688571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,accommodation and food service activities,1715294.0,5.314285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,information and communication,602648.0,5.5200000000000005,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,financial and insurance activities,429197.0,5.558571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,real estate activities,154301.0,5.282857142857142,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,"professional, scientific and technical activities",1022347.0,5.524285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,administrative and support service activities,1030479.0,4.83,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,public administration and defence; compulsory social security,1346169.0,5.158571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,education,1373493.0,4.644285714285714,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,human health and social work activities,1681302.0,5.082857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,"arts, entertainment and recreation",405090.0,4.655714285714287,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,other service activities,477785.0,5.168571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,595115.0,3.77,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2019,ISIC-Rev.4,activities of extraterritorial organizations and bodies,3055.0,5.484285714285714,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Unreliable,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Unreliable,Unreliable,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,agriculture; forestry and fishing,765263.0,5.898571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,mining and quarrying,33021.0,5.632857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,manufacturing,2431160.0,5.477142857142858,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,"electricity; gas, steam and air conditioning supply",86755.0,5.525714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,"water supply; sewerage, waste management and remediation activities",147147.0,5.412857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,construction,1244163.0,5.578571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,wholesale and retail trade; repair of motor vehicles and motorcycles,2988494.0,5.324285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,transportation and storage,992131.0,5.477142857142858,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,accommodation and food service activities,1432182.0,5.051428571428572,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,information and communication,613145.0,5.475714285714285,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,financial and insurance activities,444950.0,5.468571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,real estate activities,151873.0,5.072857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,"professional, scientific and technical activities",1034759.0,5.428571428571429,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,administrative and support service activities,1002729.0,4.732857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,public administration and defence; compulsory social security,1356031.0,5.1499999999999995,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,education,1322851.0,4.774285714285715,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,human health and social work activities,1769204.0,5.144285714285714,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,"arts, entertainment and recreation",374616.0,4.611428571428571,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,other service activities,469668.0,5.051428571428572,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,537806.0,3.6700000000000004,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,,Job coverage: Main and second job currently held
ESP,Spain,2020,ISIC-Rev.4,activities of extraterritorial organizations and bodies,4319.0,5.682857142857143,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Unreliable,,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Unreliable,Unreliable,Job coverage: Main and second job currently held
ESP,Spain,2021,ISIC-Rev.4,agriculture; forestry and fishing,802731.0,5.925714285714285,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Break in series,Break in series: Methodology revised,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Break in series,Break in series,Job coverage: Main and second job currently held | Break in series: Methodology revised
ESP,Spain,2021,ISIC-Rev.4,mining and quarrying,31842.0,5.578571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Break in series,Break in series: Methodology revised,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Break in series,Break in series,Job coverage: Main and second job currently held | Break in series: Methodology revised
ESP,Spain,2021,ISIC-Rev.4,manufacturing,2423007.0,5.46,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Break in series,Break in series: Methodology revised,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Break in series,Break in series,Job coverage: Main and second job currently held | Break in series: Methodology revised
ESP,Spain,2021,ISIC-Rev.4,"electricity; gas, steam and air conditioning supply",91416.0,5.375714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Break in series,Break in series: Methodology revised,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Break in series,Break in series,Job coverage: Main and second job currently held | Break in series: Methodology revised
ESP,Spain,2021,ISIC-Rev.4,"water supply; sewerage, waste management and remediation activities",153787.0,5.368571428571428,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Break in series,Break in series: Methodology revised,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Break in series,Break in series,Job coverage: Main and second job currently held | Break in series: Methodology revised
ESP,Spain,2021,ISIC-Rev.4,construction,1291633.0,5.565714285714286,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Break in series,Break in series: Methodology revised,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Break in series,Break in series,Job coverage: Main and second job currently held | Break in series: Methodology revised
ESP,Spain,2021,ISIC-Rev.4,wholesale and retail trade; repair of motor vehicles and motorcycles,2962082.0,5.3100000000000005,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,,Break in series,Break in series: Methodology revised,LFS - EU Labour Force Survey,Repository: Eurostat special tabulation,Break in series,Break in series,Job coverage: Main and second job currently held | Break in series: Methodology revised
