year,economicActivity,employment,hours_worked
2018,Manufacture of general-purpose machinery,380000,6.114285714
2018,Manufacture of production machinery,700000,6.185714286
2018,Manufacture of business oriented machinery,360000,5.914285714
2018,"Electronic parts, devices and electronic circuits",610000,5.971428571
2018,"Manufacture of electrical machinery, equipment and supplies",620000,5.871428571
2018,Manufacture of information and communication electronics equipment,230000,6
2018,Manufacture of transportation equipment,1230000,6.285714286
2018,Miscellaneous manufacturing industries,410000,5.471428571
2018,"Electricity, gas, heat supply and water",280000,5.614285714
2018,Communications,160000,5.814285714
2018,Broadcasting,80000,6.142857143
2018,Information services,1500000,5.9
2018,Internet based services,150000,5.857142857
2018,"Video picture, sound information, character information production and distribution",320000,6.014285714
2018,Railway transport,220000,5.785714286
2018,Road passenger transport,490000,6.457142857
2018,Road freight transport,1930000,6.642857143
2018,Water transport,50000,6.342857143
2018,Air transport,50000,5.242857143
2018,Warehousing,250000,5.371428571
2018,Services incidental to transport,320000,5.714285714
2018,"Postal activities, including mail delivery",100000,5.571428571
2018,Wholesale trade,3260000,5.971428571
2018,"Retail trade, general merchandise",460000,4.371428571
2018,"Retail trade (dry goods, apparel and apparel accessories)",670000,5.057142857
2018,Retail trade (food and beverage),2840000,4.485714286
2018,Retail trade (machinery and equipment),950000,6.342857143
2018,Miscellaneous retail trade,2550000,4.942857143
2018,Finance and insurance,1630000,5.685714286
2018,Real estate,1000000,4.785714286
2018,Goods rental and leasing,290000,5.714285714
2018,Scientific and development research institutes,200000,5.628571429
2018,"Professional services, N.E.C.",1010000,5.428571429
2018,Advertising,180000,5.885714286
2018,"Technical services, N.E.C.",1000000,5.814285714
2018,Accommodations,630000,5.314285714
2018,Eating and drinking places,2940000,4.5
2018,Food take out and delivery services,600000,4.471428571
2018,"Laundry, beauty and bath services",1080000,5.457142857
2018,Miscellaneous living-related and personal services,490000,4.9
2018,Services for amusement and hobbies,790000,4.7
2018,School education,2180000,5.885714286
2018,"Miscellaneous education, learning support",1040000,3.742857143
2018,Medical and other health services,3950000,5.3
2018,Public health and hygiene,130000,4.757142857
2018,Social insurance and social welfare,4230000,4.842857143
2018,Postal services,330000,5.4
2018,"Cooperative associations, N.E.C.",230000,5.9
2018,Waste disposal business,330000,5.828571429
2018,Automobile maintenance services,300000,6.242857143
2018,"Machine, etc. repair services, except otherwise classified",270000,5.885714286
2018,Employment and worker dispatching services,250000,5.5
2018,Miscellaneous business services,2770000,4.6
2018,"Political, business and cultural organizations",260000,5.014285714
2018,Religion,190000,5.557142857
2018,Miscellaneous services,50000,4.357142857
2018,Foreign governments and international agencies in Japan,30000,5.728571429
2018,National government services,580000,5.857142857
2018,Local government services,1740000,5.8
2018,Industries unable to classify,1380000,5.028571429
2019,Agriculture,2000000,4.957142857
2019,Forestry,80000,5.414285714
2019,"Fisheries, except aquaculture",110000,5.071428571
2019,Aquaculture,40000,5.728571429
2019,Mining and quarrying of stone and gravel,20000,6
2019,Construction,4990000,6.085714286
2019,Manufacture of food,1340000,5.485714286
2019,"Manufacture of beverages, tobacco and feed",150000,5.828571429
2019,Manufacture of textile mill products,430000,5.414285714
2019,"Manufacture of lumber and wood products, except furniture",140000,6.014285714
2019,Manufacture of furniture and fixtures,140000,5.871428571
2019,"Manufacture of pulp, paper and paper products",270000,5.585714286
2019,Printing and allied industries,430000,5.8
2019,Manufacture of chemical and allied products,660000,5.828571429
2019,Manufacture of petroleum and coal products,40000,6.014285714
2019,"Manufacture of plastic products, except otherwise classified",530000,5.685714286
2019,Manufacture of rubber products,160000,5.742857143
2019,"Manufacture of leather tanning, leather products and fur skins",50000,5.142857143
2019,"Manufacture of ceramic, stone and clay products",310000,5.985714286
2019,Manufacture of iron and steel,280000,6.085714286
2019,Manufacture of non-ferrous metals and products,180000,5.971428571
2019,Manufacture of fabricated metal products,970000,5.985714286
2019,Manufacture of general-purpose machinery,360000,6.028571429
2019,Manufacture of production machinery,700000,6.128571429
2019,Manufacture of business oriented machinery,370000,5.842857143
2019,"Electronic parts, devices and electronic circuits",620000,5.9
2019,"Manufacture of electrical machinery, equipment and supplies",650000,5.771428571
2019,Manufacture of information and communication electronics equipment,200000,5.957142857
2019,Manufacture of transportation equipment,1250000,6.114285714
2019,Miscellaneous manufacturing industries,420000,5.385714286
2019,"Electricity, gas, heat supply and water",280000,5.614285714
2019,Communications,160000,5.814285714
2019,Broadcasting,80000,5.942857143
2019,Information services,1570000,5.885714286
2019,Internet based services,150000,5.671428571
2019,"Video picture, sound information, character information production and distribution",340000,5.928571429
2019,Railway transport,240000,5.742857143
2019,Road passenger transport,480000,6.385714286
2019,Road freight transport,1960000,6.5
2019,Water transport,60000,6.3
2019,Air transport,50000,5.385714286
2019,Warehousing,260000,5.3
2019,Services incidental to transport,320000,5.642857143
2019,"Postal activities, including mail delivery",100000,5.285714286
2019,Wholesale trade,3230000,5.942857143
2019,"Retail trade, general merchandise",440000,4.357142857
2019,"Retail trade (dry goods, apparel and apparel accessories)",660000,5
2019,Retail trade (food and beverage),2790000,4.414285714
2019,Retail trade (machinery and equipment),940000,6.285714286
2019,Miscellaneous retail trade,2520000,4.871428571
2019,Finance and insurance,1660000,5.671428571
2019,Real estate,990000,4.657142857
2019,Goods rental and leasing,300000,5.685714286
2019,Scientific and development research institutes,200000,5.514285714
2019,"Professional services, N.E.C.",1020000,5.371428571
2019,Advertising,180000,5.857142857
2019,"Technical services, N.E.C.",1000000,5.714285714
2019,Accommodations,650000,5.285714286
2019,Eating and drinking places,2960000,4.442857143
2019,Food take out and delivery services,600000,4.414285714
2019,"Laundry, beauty and bath services",1080000,5.4
2019,Miscellaneous living-related and personal services,490000,4.771428571
2019,Services for amusement and hobbies,840000,4.842857143
2019,School education,2260000,5.842857143
2019,"Miscellaneous education, learning support",1080000,3.685714286
2019,Medical and other health services,4000000,5.328571429
2019,Public health and hygiene,140000,4.742857143
2019,Social insurance and social welfare,4290000,4.828571429
2019,Postal services,310000,5.342857143
2019,"Cooperative associations, N.E.C.",230000,5.885714286
2019,Waste disposal business,330000,5.714285714
2019,Automobile maintenance services,290000,6.157142857
2019,"Machine, etc. repair services, except otherwise classified",270000,5.9
2019,Employment and worker dispatching services,300000,5.628571429
2019,Miscellaneous business services,2820000,4.557142857
2019,"Political, business and cultural organizations",270000,4.942857143
2019,Religion,200000,5.371428571
2019,Miscellaneous services,50000,4.071428571
2019,Foreign governments and international agencies in Japan,30000,5.557142857
2019,National government services,640000,5.785714286
2019,Local government services,1770000,5.814285714
2019,Industries unable to classify,1490000,5.071428571
2020,Agriculture,1940000,4.885714286
2020,Forestry,60000,5.385714286
2020,"Fisheries, except aquaculture",100000,5.2
2020,Aquaculture,30000,5.928571429
2020,Mining and quarrying of stone and gravel,20000,6.057142857
2020,Construction,4920000,5.914285714
2020,Manufacture of food,1320000,5.328571429
2020,"Manufacture of beverages, tobacco and feed",160000,5.7
2020,Manufacture of textile mill products,400000,5.128571429
2020,"Manufacture of lumber and wood products, except furniture",120000,5.685714286
2020,Manufacture of furniture and fixtures,130000,5.785714286
2020,"Manufacture of pulp, paper and paper products",270000,5.542857143
2020,Printing and allied industries,400000,5.571428571
2020,Manufacture of chemical and allied products,700000,5.657142857
2020,Manufacture of petroleum and coal products,30000,6.042857143
2020,"Manufacture of plastic products, except otherwise classified",490000,5.571428571
2020,Manufacture of rubber products,160000,5.471428571
2020,"Manufacture of leather tanning, leather products and fur skins",40000,4.9
2020,"Manufacture of ceramic, stone and clay products",290000,5.671428571
2020,Manufacture of iron and steel,270000,5.728571429
2020,Manufacture of non-ferrous metals and products,180000,5.671428571
2020,Manufacture of fabricated metal products,930000,5.671428571
2020,Manufacture of general-purpose machinery,350000,5.757142857
2020,Manufacture of production machinery,710000,5.785714286
2020,Manufacture of business oriented machinery,360000,5.614285714
2020,"Electronic parts, devices and electronic circuits",590000,5.757142857
2020,"Manufacture of electrical machinery, equipment and supplies",660000,5.628571429
2020,Manufacture of information and communication electronics equipment,210000,5.785714286
2020,Manufacture of transportation equipment,1240000,5.814285714
2020,Miscellaneous manufacturing industries,410000,5.128571429
2020,"Electricity, gas, heat supply and water",320000,5.585714286
2020,Communications,170000,5.642857143
2020,Broadcasting,80000,5.742857143
2020,Information services,1630000,5.742857143
2020,Internet based services,180000,5.585714286
2020,"Video picture, sound information, character information production and distribution",340000,5.571428571
2020,Railway transport,250000,5.742857143
2020,Road passenger transport,460000,6.014285714
2020,Road freight transport,1940000,6.328571429
2020,Water transport,70000,6.185714286
2020,Air transport,50000,4.8
2020,Warehousing,260000,5.185714286
2020,Services incidental to transport,340000,5.342857143
2020,"Postal activities, including mail delivery",100000,5.157142857
2020,Wholesale trade,3230000,5.714285714
2020,"Retail trade, general merchandise",450000,4.214285714
2020,"Retail trade (dry goods, apparel and apparel accessories)",610000,4.828571429
2020,Retail trade (food and beverage),2780000,4.257142857
2020,Retail trade (machinery and equipment),950000,6.014285714
2020,Miscellaneous retail trade,2530000,4.7
2020,Finance and insurance,1660000,5.557142857
2020,Real estate,1090000,4.585714286
2020,Goods rental and leasing,300000,5.485714286
2020,Scientific and development research institutes,170000,5.414285714
2020,"Professional services, N.E.C.",1050000,5.257142857
2020,Advertising,180000,5.614285714
2020,"Technical services, N.E.C.",1030000,5.557142857
2020,Accommodations,590000,4.714285714
2020,Eating and drinking places,2740000,4.114285714
2020,Food take out and delivery services,580000,4.357142857
2020,"Laundry, beauty and bath services",1070000,5.2
2020,Miscellaneous living-related and personal services,460000,4.414285714
2020,Services for amusement and hobbies,810000,4.542857143
2020,School education,2320000,5.657142857
2020,"Miscellaneous education, learning support",1070000,3.5
2020,Medical and other health services,4090000,5.257142857
2020,Public health and hygiene,140000,4.857142857
2020,Social insurance and social welfare,4380000,4.757142857
2020,Postal services,280000,5.185714286
2020,"Cooperative associations, N.E.C.",220000,5.714285714
2020,Waste disposal business,340000,5.742857143
2020,Automobile maintenance services,280000,5.942857143
2020,"Machine, etc. repair services, except otherwise classified",260000,5.471428571
2020,Employment and worker dispatching services,300000,5.442857143
2020,Miscellaneous business services,2790000,4.457142857
2020,"Political, business and cultural organizations",270000,4.885714286
2020,Religion,210000,5.042857143
2020,Miscellaneous services,40000,4.142857143
2020,Foreign governments and international agencies in Japan,30000,5.5
2020,National government services,690000,5.7
2020,Local government services,1780000,5.728571429
2020,Industries unable to classify,1220000,4.914285714
